"GEO_ID","NAME","P039001","P039002","P039003","P039004","P039005","P039006","P039007","P039008","P039009","P039010","P039011","P039012","P039013","P039014","P039015","P039016","P039017","P039018","P039019","P039020"
"8710000US3612542","ZCTA5 12542, New York","1560","1190","534","129","92","313","656","370","104","55","11","8","36","49","266","159","26","27","106","107"
"8710000US3612543","ZCTA5 12543, New York","766","524","282","56","61","165","242","242","60","41","7","6","28","19","182","104","19","24","61","78"
"8710000US3612545","ZCTA5 12545, New York","1191","936","350","66","63","221","586","255","79","40","5","5","30","39","176","115","16","12","87","61"
"8710000US3612546","ZCTA5 12546, New York","803","621","201","48","31","122","420","182","70","44","8","8","28","26","112","74","22","17","35","38"
"8710000US3612547","ZCTA5 12547, New York","774","603","279","72","47","160","324","171","67","42","6","1","35","25","104","64","13","10","41","40"
"8710000US3612548","ZCTA5 12548, New York","389","310","144","39","27","78","166","79","23","13","2","1","10","10","56","42","10","5","27","14"
"8710000US3612549","ZCTA5 12549, New York","2680","2175","1095","194","208","693","1080","505","163","85","18","10","57","78","342","205","25","28","152","137"
"8710000US3612550","ZCTA5 12550, New York","12959","8196","4107","899","1068","2140","4089","4763","1310","803","198","202","403","507","3453","2374","495","650","1229","1079"
"8710000US3612553","ZCTA5 12553, New York","6343","4788","2379","583","505","1291","2409","1555","453","241","73","43","125","212","1102","646","136","85","425","456"
"8710000US3612561","ZCTA5 12561, New York","3387","2634","1153","253","195","705","1481","753","210","109","23","19","67","101","543","337","59","31","247","206"
"8710000US3612563","ZCTA5 12563, New York","1805","1459","779","170","152","457","680","346","108","57","8","6","43","51","238","141","19","17","105","97"
"8710000US3612564","ZCTA5 12564, New York","1875","1522","707","133","118","456","815","353","115","67","18","5","44","48","238","137","16","13","108","101"
"8710000US3612565","ZCTA5 12565, New York","376","235","106","23","21","62","129","141","45","31","12","3","16","14","96","73","17","10","46","23"
"8710000US3612566","ZCTA5 12566, New York","2853","2258","1094","188","218","688","1164","595","213","137","30","22","85","76","382","237","32","25","180","145"
"8710000US3612567","ZCTA5 12567, New York","788","609","225","55","34","136","384","179","64","37","10","5","22","27","115","66","10","10","46","49"
"8710000US3612569","ZCTA5 12569, New York","2728","2134","908","159","163","586","1226","594","212","114","26","10","78","98","382","253","33","42","178","129"
"8710000US3612570","ZCTA5 12570, New York","2075","1786","959","139","174","646","827","289","97","51","8","12","31","46","192","116","14","10","92","76"
"8710000US3612571","ZCTA5 12571, New York","2655","2123","930","171","146","613","1193","532","175","94","21","12","61","81","357","224","35","19","170","133"
"8710000US3612572","ZCTA5 12572, New York","2213","1831","658","115","114","429","1173","382","116","61","11","3","47","55","266","154","17","10","127","112"
"8710000US3612574","ZCTA5 12574, New York","78","63","23","9","5","9","40","15","5","1","1","0","0","4","10","5","1","0","4","5"
"8710000US3612575","ZCTA5 12575, New York","611","529","266","50","47","169","263","82","28","14","1","2","11","14","54","23","3","3","17","31"
"8710000US3612577","ZCTA5 12577, New York","543","446","238","40","45","153","208","97","35","16","2","4","10","19","62","34","3","3","28","28"
"8710000US3612578","ZCTA5 12578, New York","649","572","242","34","47","161","330","77","22","15","2","1","12","7","55","29","3","3","23","26"
"8710000US3612580","ZCTA5 12580, New York","1127","908","361","66","74","221","547","219","80","40","8","3","29","40","139","78","13","11","54","61"
"8710000US3612581","ZCTA5 12581, New York","604","470","172","37","24","111","298","134","51","29","10","2","17","22","83","51","12","4","35","32"
"8710000US3612582","ZCTA5 12582, New York","1141","984","468","81","70","317","516","157","66","31","10","1","20","35","91","40","2","7","31","51"
"8710000US3612583","ZCTA5 12583, New York","548","412","190","30","38","122","222","136","36","24","7","3","14","12","100","63","7","4","52","37"
"8710000US3612585","ZCTA5 12585, New York","242","201","98","15","15","68","103","41","12","5","1","1","3","7","29","19","1","1","17","10"
"8710000US3612586","ZCTA5 12586, New York","3193","2343","1157","262","240","655","1186","850","241","146","40","18","88","95","609","398","74","80","244","211"
"8710000US3612589","ZCTA5 12589, New York","3633","2819","1370","266","261","843","1449","814","276","155","36","19","100","121","538","336","46","59","231","202"
"8710000US3612590","ZCTA5 12590, New York","9284","7357","3313","662","671","1980","4044","1927","596","310","84","41","185","286","1331","750","145","99","506","581"
"8710000US3612592","ZCTA5 12592, New York","339","246","109","29","22","58","137","93","31","17","3","2","12","14","62","34","2","6","26","28"
"8710000US3612594","ZCTA5 12594, New York","1133","873","456","94","93","269","417","260","91","47","10","5","32","44","169","109","21","12","76","60"
"8710000US3612601","ZCTA5 12601, New York","8896","5131","2374","567","547","1260","2757","3765","926","535","175","94","266","391","2839","1949","455","471","1023","890"
"8710000US3612603","ZCTA5 12603, New York","10894","8519","3861","806","698","2357","4658","2375","640","321","72","56","193","319","1735","1013","163","165","685","722"
"8710000US3612604","ZCTA5 12604, New York","2","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612701","ZCTA5 12701, New York","2681","1517","609","127","145","337","908","1164","289","167","46","31","90","122","875","638","150","157","331","237"
"8710000US3612719","ZCTA5 12719, New York","290","223","88","16","19","53","135","67","28","13","7","2","4","15","39","21","5","4","12","18"
"8710000US3612720","ZCTA5 12720, New York","47","33","9","3","2","4","24","14","5","2","1","0","1","3","9","2","0","1","1","7"
"8710000US3612721","ZCTA5 12721, New York","1742","1279","627","138","120","369","652","463","149","101","22","18","61","48","314","210","40","35","135","104"
"8710000US3612722","ZCTA5 12722, New York","43","31","13","1","2","10","18","12","6","2","1","0","1","4","6","1","1","0","0","5"
"8710000US3612723","ZCTA5 12723, New York","415","327","81","11","17","53","246","88","24","8","5","2","1","16","64","34","5","4","25","30"
"8710000US3612724","ZCTA5 12724, New York","66","54","19","7","4","8","35","12","4","0","0","0","0","4","8","2","0","0","2","6"
"8710000US3612725","ZCTA5 12725, New York","65","49","17","6","3","8","32","16","6","5","0","0","5","1","10","7","1","1","5","3"
"8710000US3612726","ZCTA5 12726, New York","319","229","78","15","17","46","151","90","34","16","5","2","9","18","56","31","7","5","19","25"
"8710000US3612729","ZCTA5 12729, New York","495","347","129","32","23","74","218","148","62","51","12","6","33","11","86","61","10","16","35","25"
"8710000US3612732","ZCTA5 12732, New York","222","177","49","11","9","29","128","45","15","9","3","1","5","6","30","13","1","1","11","17"
"8710000US3612733","ZCTA5 12733, New York","158","120","90","17","52","21","30","38","16","11","5","1","5","5","22","12","6","2","4","10"
"8710000US3612734","ZCTA5 12734, New York","223","163","65","14","6","45","98","60","23","9","2","3","4","14","37","17","7","2","8","20"
"8710000US3612736","ZCTA5 12736, New York","36","34","10","1","1","8","24","2","1","1","0","0","1","0","1","0","0","0","0","1"
"8710000US3612737","ZCTA5 12737, New York","505","415","166","38","36","92","249","90","46","27","9","4","14","19","44","30","1","5","24","14"
"8710000US3612738","ZCTA5 12738, New York","89","65","27","5","5","17","38","24","9","4","1","0","3","5","15","12","3","3","6","3"
"8710000US3612740","ZCTA5 12740, New York","540","446","150","27","26","97","296","94","27","15","2","6","7","12","67","46","13","1","32","21"
"8710000US3612741","ZCTA5 12741, New York","92","64","28","9","7","12","36","28","9","5","1","3","1","4","19","10","1","3","6","9"
"8710000US3612742","ZCTA5 12742, New York","48","37","16","3","5","8","21","11","5","3","0","1","2","2","6","3","2","0","1","3"
"8710000US3612743","ZCTA5 12743, New York","99","68","26","0","7","19","42","31","17","7","1","1","5","10","14","9","3","0","6","5"
"8710000US3612745","ZCTA5 12745, New York","47","34","11","2","3","6","23","13","4","4","0","0","4","0","9","7","2","0","5","2"
"8710000US3612746","ZCTA5 12746, New York","247","195","88","14","11","63","107","52","18","10","2","0","8","8","34","20","5","2","13","14"
"8710000US3612747","ZCTA5 12747, New York","412","290","128","24","23","81","162","122","35","22","6","4","12","13","87","59","19","12","28","28"
"8710000US3612748","ZCTA5 12748, New York","557","421","169","39","30","100","252","136","40","20","9","2","9","20","96","54","15","9","30","42"
"8710000US3612749","ZCTA5 12749, New York","76","59","16","2","5","9","43","17","3","2","0","0","2","1","14","6","1","2","3","8"
"8710000US3612750","ZCTA5 12750, New York","55","42","13","1","2","10","29","13","4","3","1","1","1","1","9","7","2","2","3","2"
"8710000US3612751","ZCTA5 12751, New York","201","153","88","16","48","24","65","48","12","10","4","3","3","2","36","27","3","8","16","9"
"8710000US3612752","ZCTA5 12752, New York","66","44","9","3","0","6","35","22","8","3","0","0","3","5","14","10","2","0","8","4"
"8710000US3612754","ZCTA5 12754, New York","1679","1058","427","92","107","228","631","621","177","102","26","23","53","75","444","303","83","83","137","141"
"8710000US3612758","ZCTA5 12758, New York","1102","812","261","48","51","162","551","290","112","61","12","12","37","51","178","131","24","23","84","47"
"8710000US3612759","ZCTA5 12759, New York","376","220","112","22","27","63","108","156","44","35","10","9","16","9","112","77","19","23","35","35"
"8710000US3612760","ZCTA5 12760, New York","129","99","29","5","4","20","70","30","14","8","2","0","6","6","16","10","2","0","8","6"
"8710000US3612762","ZCTA5 12762, New York","138","103","34","5","5","24","69","35","13","8","2","3","3","5","22","11","5","2","4","11"
"8710000US3612763","ZCTA5 12763, New York","246","176","52","11","13","28","124","70","29","14","7","2","5","15","41","29","5","8","16","12"
"8710000US3612764","ZCTA5 12764, New York","475","371","121","24","12","85","250","104","37","22","9","2","11","15","67","47","3","9","35","20"
"8710000US3612765","ZCTA5 12765, New York","246","197","95","17","18","60","102","49","21","16","4","1","11","5","28","14","2","2","10","14"
"8710000US3612766","ZCTA5 12766, New York","112","79","33","8","7","18","46","33","10","8","2","0","6","2","23","19","3","3","13","4"
"8710000US3612767","ZCTA5 12767, New York","34","28","13","4","2","7","15","6","2","2","0","1","1","0","4","2","0","1","1","2"
"8710000US3612768","ZCTA5 12768, New York","268","207","62","12","13","37","145","61","28","13","3","5","5","15","33","26","3","3","20","7"
"8710000US3612769","ZCTA5 12769, New York","67","54","19","4","1","14","35","13","5","3","0","1","2","2","8","6","3","1","2","2"
"8710000US3612770","ZCTA5 12770, New York","76","59","23","8","3","12","36","17","7","5","3","1","1","2","10","8","1","2","5","2"
"8710000US3612771","ZCTA5 12771, New York","3576","2469","1163","233","271","659","1306","1107","325","205","63","36","106","120","782","512","113","120","279","270"
"8710000US3612775","ZCTA5 12775, New York","658","526","222","60","44","118","304","132","40","23","5","1","17","17","92","59","12","8","39","33"
"8710000US3612776","ZCTA5 12776, New York","573","452","146","38","22","86","306","121","48","28","8","4","16","20","73","42","11","8","23","31"
"8710000US3612777","ZCTA5 12777, New York","225","193","48","10","4","34","145","32","9","4","1","0","3","5","23","15","6","2","7","8"
"8710000US3612778","ZCTA5 12778, New York","170","133","41","7","2","32","92","37","9","5","0","1","4","4","28","17","6","3","8","11"
"8710000US3612779","ZCTA5 12779, New York","562","313","170","54","37","79","143","249","68","38","15","8","15","30","181","148","44","33","71","33"
"8710000US3612780","ZCTA5 12780, New York","637","503","199","41","27","131","304","134","47","34","9","7","18","13","87","42","12","6","24","45"
"8710000US3612781","ZCTA5 12781, New York","86","67","24","6","3","15","43","19","5","2","1","0","1","3","14","6","2","1","3","8"
"8710000US3612783","ZCTA5 12783, New York","375","289","103","30","15","58","186","86","26","12","3","1","8","14","60","33","5","10","18","27"
"8710000US3612784","ZCTA5 12784, New York","25","13","5","0","2","3","8","12","4","3","1","0","2","1","8","6","1","3","2","2"
"8710000US3612785","ZCTA5 12785, New York","295","243","101","15","17","69","142","52","19","10","7","0","3","9","33","23","5","3","15","10"
"8710000US3612786","ZCTA5 12786, New York","196","151","37","6","10","21","114","45","16","13","2","2","9","3","29","21","5","2","14","8"
"8710000US3612787","ZCTA5 12787, New York","124","95","40","5","7","28","55","29","14","9","4","1","4","5","15","4","1","2","1","11"
"8710000US3612788","ZCTA5 12788, New York","560","384","158","26","40","92","226","176","63","39","16","8","15","24","113","81","15","22","44","32"
"8710000US3612789","ZCTA5 12789, New York","424","278","128","34","33","61","150","146","43","28","8","2","18","15","103","76","16","17","43","27"
"8710000US3612790","ZCTA5 12790, New York","1205","863","336","80","56","200","527","342","124","60","21","11","28","64","218","125","33","25","67","93"
"8710000US3612791","ZCTA5 12791, New York","201","141","51","7","10","34","90","60","16","10","4","4","2","6","44","30","6","3","21","14"
"8710000US3612792","ZCTA5 12792, New York","94","71","27","4","5","18","44","23","7","4","2","0","2","3","16","11","2","5","4","5"
"8710000US3612801","ZCTA5 12801, New York","3529","2224","941","266","154","521","1283","1305","361","224","79","30","115","137","944","672","204","105","363","272"
"8710000US3612803","ZCTA5 12803, New York","2020","1506","626","115","116","395","880","514","157","97","24","15","58","60","357","232","44","28","160","125"
"8710000US3612804","ZCTA5 12804, New York","7382","5810","2291","397","396","1498","3519","1572","485","273","68","38","167","212","1087","680","154","88","438","407"
"8710000US3612808","ZCTA5 12808, New York","101","87","16","4","1","11","71","14","8","2","1","0","1","6","6","4","0","0","4","2"
"8710000US3612809","ZCTA5 12809, New York","969","773","275","51","50","174","498","196","67","45","8","9","28","22","129","78","17","9","52","51"
"8710000US3612810","ZCTA5 12810, New York","175","139","45","9","7","29","94","36","17","8","3","0","5","9","19","12","3","1","8","7"
"8710000US3612811","ZCTA5 12811, New York","34","28","14","5","2","7","14","6","2","1","0","0","1","1","4","3","0","2","1","1"
"8710000US3612812","ZCTA5 12812, New York","46","42","12","3","0","9","30","4","3","3","1","0","2","0","1","1","0","0","1","0"
"8710000US3612814","ZCTA5 12814, New York","448","358","80","11","11","58","278","90","24","7","2","0","5","17","66","43","5","4","34","23"
"8710000US3612815","ZCTA5 12815, New York","256","205","48","11","7","30","157","51","25","13","5","2","6","12","26","19","5","4","10","7"
"8710000US3612816","ZCTA5 12816, New York","1220","978","382","75","75","232","596","242","70","39","13","6","20","31","172","92","23","12","57","80"
"8710000US3612817","ZCTA5 12817, New York","665","548","157","38","28","91","391","117","36","20","7","0","13","16","81","49","11","5","33","32"
"8710000US3612819","ZCTA5 12819, New York","101","81","35","4","5","26","46","20","7","4","1","1","2","3","13","10","3","3","4","3"
"8710000US3612821","ZCTA5 12821, New York","87","59","18","4","6","8","41","28","15","10","4","1","5","5","13","7","2","0","5","6"
"8710000US3612822","ZCTA5 12822, New York","1691","1237","496","104","111","281","741","454","146","94","36","13","45","52","308","196","63","38","95","112"
"8710000US3612823","ZCTA5 12823, New York","76","61","17","3","3","11","44","15","6","3","0","0","3","3","9","5","1","1","3","4"
"8710000US3612824","ZCTA5 12824, New York","270","231","64","7","7","50","167","39","14","6","0","0","6","8","25","14","1","3","10","11"
"8710000US3612827","ZCTA5 12827, New York","1101","877","313","70","50","193","564","224","90","61","9","9","43","29","134","84","18","13","53","50"
"8710000US3612828","ZCTA5 12828, New York","2523","1837","718","137","139","442","1119","686","228","145","42","24","79","83","458","290","69","53","168","168"
"8710000US3612831","ZCTA5 12831, New York","4721","3892","1907","459","347","1101","1985","829","268","156","47","14","95","112","561","361","66","45","250","200"
"8710000US3612832","ZCTA5 12832, New York","1845","1373","530","115","95","320","843","472","167","106","27","14","65","61","305","209","41","40","128","96"
"8710000US3612833","ZCTA5 12833, New York","1223","1002","422","96","75","251","580","221","79","49","13","5","31","30","142","92","16","14","62","50"
"8710000US3612834","ZCTA5 12834, New York","1840","1462","567","104","118","345","895","378","135","77","19","9","49","58","243","142","27","26","89","101"
"8710000US3612835","ZCTA5 12835, New York","750","594","178","39","22","117","416","156","65","41","17","7","17","24","91","62","12","9","41","29"
"8710000US3612836","ZCTA5 12836, New York","180","146","25","6","3","16","121","34","12","7","2","1","4","5","22","11","2","1","8","11"
"8710000US3612837","ZCTA5 12837, New York","229","179","69","10","19","40","110","50","20","15","5","1","9","5","30","17","5","5","7","13"
"8710000US3612838","ZCTA5 12838, New York","173","134","59","11","11","37","75","39","12","5","1","0","4","7","27","15","1","5","9","12"
"8710000US3612839","ZCTA5 12839, New York","3466","2314","909","218","175","516","1405","1152","336","212","73","32","107","124","816","565","173","113","279","251"
"8710000US3612841","ZCTA5 12841, New York","26","26","1","1","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612842","ZCTA5 12842, New York","338","266","63","10","11","42","203","72","23","11","3","1","7","12","49","30","8","4","18","19"
"8710000US3612843","ZCTA5 12843, New York","177","142","50","12","5","33","92","35","13","8","2","0","6","5","22","16","4","5","7","6"
"8710000US3612844","ZCTA5 12844, New York","64","58","13","4","1","8","45","6","1","0","0","0","0","1","5","2","0","0","2","3"
"8710000US3612845","ZCTA5 12845, New York","1331","1067","342","52","52","238","725","264","83","41","13","2","26","42","181","100","19","14","67","81"
"8710000US3612846","ZCTA5 12846, New York","913","704","244","37","36","171","460","209","78","52","21","7","24","26","131","78","17","12","49","53"
"8710000US3612847","ZCTA5 12847, New York","172","151","38","10","4","24","113","21","7","3","0","0","3","4","14","8","0","5","3","6"
"8710000US3612849","ZCTA5 12849, New York","106","87","24","3","4","17","63","19","8","5","1","1","3","3","11","7","2","2","3","4"
"8710000US3612850","ZCTA5 12850, New York","783","639","280","54","56","170","359","144","62","36","11","8","17","26","82","51","10","9","32","31"
"8710000US3612851","ZCTA5 12851, New York","103","79","21","7","6","8","58","24","8","5","0","1","4","3","16","10","2","0","8","6"
"8710000US3612852","ZCTA5 12852, New York","117","99","26","4","4","18","73","18","8","7","3","0","4","1","10","8","0","2","6","2"
"8710000US3612853","ZCTA5 12853, New York","474","372","121","17","26","78","251","102","37","29","10","5","14","8","65","43","12","6","25","22"
"8710000US3612855","ZCTA5 12855, New York","78","67","22","6","3","13","45","11","6","3","0","0","3","3","5","2","0","0","2","3"
"8710000US3612856","ZCTA5 12856, New York","53","45","10","2","2","6","35","8","3","2","1","0","1","1","5","2","1","0","1","3"
"8710000US3612857","ZCTA5 12857, New York","151","125","38","9","7","22","87","26","9","6","3","0","3","3","17","13","3","1","9","4"
"8710000US3612858","ZCTA5 12858, New York","18","16","4","1","0","3","12","2","0","0","0","0","0","0","2","0","0","0","0","2"
"8710000US3612859","ZCTA5 12859, New York","643","501","211","56","46","109","290","142","60","36","12","5","19","24","82","59","16","7","36","23"
"8710000US3612860","ZCTA5 12860, New York","198","158","55","10","6","39","103","40","15","8","2","1","5","7","25","15","5","2","8","10"
"8710000US3612861","ZCTA5 12861, New York","185","153","38","8","4","26","115","32","15","12","1","4","7","3","17","9","1","0","8","8"
"8710000US3612862","ZCTA5 12862, New York","5","4","1","0","0","1","3","1","1","1","0","0","1","0","0","0","0","0","0","0"
"8710000US3612863","ZCTA5 12863, New York","143","113","45","9","17","19","68","30","13","8","4","1","3","5","17","9","4","1","4","8"
"8710000US3612864","ZCTA5 12864, New York","12","9","2","0","0","2","7","3","0","0","0","0","0","0","3","2","0","0","2","1"
"8710000US3612865","ZCTA5 12865, New York","1042","803","265","54","54","157","538","239","79","45","10","6","29","34","160","94","12","20","62","66"
"8710000US3612866","ZCTA5 12866, New York","8764","7021","2710","664","469","1577","4311","1743","527","284","67","26","191","243","1216","735","123","93","519","481"
"8710000US3612870","ZCTA5 12870, New York","415","347","121","32","22","67","226","68","27","12","5","1","6","15","41","21","7","1","13","20"
"8710000US3612871","ZCTA5 12871, New York","1090","809","382","90","79","213","427","281","92","61","15","8","38","31","189","121","29","15","77","68"
"8710000US3612872","ZCTA5 12872, New York","11","9","0","0","0","0","9","2","0","0","0","0","0","0","2","1","1","0","0","1"
"8710000US3612873","ZCTA5 12873, New York","209","174","56","12","9","35","118","35","9","3","2","0","1","6","26","12","2","1","9","14"
"8710000US3612874","ZCTA5 12874, New York","47","43","5","1","0","4","38","4","3","1","0","0","1","2","1","0","0","0","0","1"
"8710000US3612878","ZCTA5 12878, New York","205","158","46","14","2","30","112","47","15","9","3","1","5","6","32","16","3","5","8","16"
"8710000US3612883","ZCTA5 12883, New York","1311","957","318","55","75","188","639","354","125","85","17","14","54","40","229","160","38","30","92","69"
"8710000US3612884","ZCTA5 12884, New York","137","95","35","8","6","21","60","42","12","7","1","2","4","5","30","20","3","5","12","10"
"8710000US3612885","ZCTA5 12885, New York","1216","914","328","68","70","190","586","302","94","54","22","12","20","40","208","130","24","20","86","78"
"8710000US3612886","ZCTA5 12886, New York","80","64","20","7","3","10","44","16","6","3","1","0","2","3","10","7","2","0","5","3"
"8710000US3612887","ZCTA5 12887, New York","1309","944","356","69","78","209","588","365","140","92","28","17","47","48","225","146","34","26","86","79"
"8710000US3612901","ZCTA5 12901, New York","7141","4888","1725","382","325","1018","3163","2253","653","403","149","65","189","250","1600","1076","331","164","581","524"
"8710000US3612903","ZCTA5 12903, New York","291","226","75","23","11","41","151","65","18","11","3","2","6","7","47","27","6","6","15","20"
"8710000US3612910","ZCTA5 12910, New York","483","383","139","30","32","77","244","100","43","31","15","3","13","12","57","39","8","7","24","18"
"8710000US3612911","ZCTA5 12911, New York","9","8","3","0","1","2","5","1","1","0","0","0","0","1","0","0","0","0","0","0"
"8710000US3612912","ZCTA5 12912, New York","541","431","155","39","28","88","276","110","33","20","12","1","7","13","77","50","15","6","29","27"
"8710000US3612913","ZCTA5 12913, New York","315","253","105","24","20","61","148","62","22","15","3","3","9","7","40","31","7","3","21","9"
"8710000US3612914","ZCTA5 12914, New York","266","188","86","19","23","44","102","78","19","13","5","2","6","6","59","44","11","5","28","15"
"8710000US3612916","ZCTA5 12916, New York","564","413","166","30","35","101","247","151","61","47","13","14","20","14","90","64","19","8","37","26"
"8710000US3612917","ZCTA5 12917, New York","368","276","117","29","26","62","159","92","38","25","7","1","17","13","54","41","11","8","22","13"
"8710000US3612918","ZCTA5 12918, New York","681","558","227","53","34","140","331","123","36","24","6","4","14","12","87","54","13","4","37","33"
"8710000US3612919","ZCTA5 12919, New York","838","613","247","47","40","160","366","225","89","64","28","9","27","25","136","76","16","11","49","60"
"8710000US3612920","ZCTA5 12920, New York","747","569","218","46","47","125","351","178","59","41","16","4","21","18","119","79","23","14","42","40"
"8710000US3612921","ZCTA5 12921, New York","676","527","203","34","39","130","324","149","54","32","14","4","14","22","95","62","13","10","39","33"
"8710000US3612922","ZCTA5 12922, New York","19","15","4","0","0","4","11","4","1","0","0","0","0","1","3","3","1","0","2","0"
"8710000US3612923","ZCTA5 12923, New York","169","130","50","5","12","33","80","39","19","12","5","1","6","7","20","15","4","2","9","5"
"8710000US3612924","ZCTA5 12924, New York","47","35","9","1","2","6","26","12","4","3","1","0","2","1","8","6","1","0","5","2"
"8710000US3612926","ZCTA5 12926, New York","606","456","165","30","37","98","291","150","63","35","9","5","21","28","87","58","22","8","28","29"
"8710000US3612927","ZCTA5 12927, New York","69","62","16","1","2","13","46","7","3","0","0","0","0","3","4","1","0","1","0","3"
"8710000US3612928","ZCTA5 12928, New York","571","459","161","38","33","90","298","112","50","25","11","2","12","25","62","34","6","5","23","28"
"8710000US3612929","ZCTA5 12929, New York","296","210","94","20","33","41","116","86","30","16","4","3","9","14","56","43","12","3","28","13"
"8710000US3612930","ZCTA5 12930, New York","177","137","43","3","9","31","94","40","18","14","3","1","10","4","22","17","0","1","16","5"
"8710000US3612932","ZCTA5 12932, New York","322","251","73","10","10","53","178","71","22","10","0","1","9","12","49","29","4","3","22","20"
"8710000US3612933","ZCTA5 12933, New York","5","5","2","0","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612934","ZCTA5 12934, New York","305","242","94","20","18","56","148","63","29","19","8","2","9","10","34","21","5","6","10","13"
"8710000US3612935","ZCTA5 12935, New York","459","356","146","28","32","86","210","103","31","27","10","4","13","4","72","38","5","9","24","34"
"8710000US3612936","ZCTA5 12936, New York","158","135","44","13","9","22","91","23","8","6","2","1","3","2","15","5","0","2","3","10"
"8710000US3612937","ZCTA5 12937, New York","431","325","112","12","32","68","213","106","41","32","10","8","14","9","65","46","12","9","25","19"
"8710000US3612939","ZCTA5 12939, New York","53","37","21","4","2","15","16","16","6","4","0","2","2","2","10","7","1","2","4","3"
"8710000US3612941","ZCTA5 12941, New York","405","349","131","19","21","91","218","56","17","11","2","2","7","6","39","22","6","4","12","17"
"8710000US3612942","ZCTA5 12942, New York","186","162","55","12","6","37","107","24","4","1","0","1","0","3","20","11","1","1","9","9"
"8710000US3612943","ZCTA5 12943, New York","124","97","27","5","7","15","70","27","6","4","1","0","3","2","21","10","2","0","8","11"
"8710000US3612944","ZCTA5 12944, New York","1142","874","305","71","62","172","569","268","100","69","14","7","48","31","168","118","25","19","74","50"
"8710000US3612945","ZCTA5 12945, New York","182","147","53","8","15","30","94","35","17","5","0","1","4","12","18","13","3","2","8","5"
"8710000US3612946","ZCTA5 12946, New York","1304","1004","362","88","54","220","642","300","101","70","17","10","43","31","199","128","23","23","82","71"
"8710000US3612950","ZCTA5 12950, New York","233","179","68","8","18","42","111","54","18","14","8","1","5","4","36","21","7","4","10","15"
"8710000US3612952","ZCTA5 12952, New York","152","109","32","8","8","16","77","43","12","6","3","1","2","6","31","17","6","1","10","14"
"8710000US3612953","ZCTA5 12953, New York","2967","2086","791","178","153","460","1295","881","260","167","66","22","79","93","621","439","125","62","252","182"
"8710000US3612955","ZCTA5 12955, New York","107","83","28","5","8","15","55","24","9","6","1","1","4","3","15","8","0","0","8","7"
"8710000US3612956","ZCTA5 12956, New York","303","208","75","18","13","44","133","95","40","31","14","3","14","9","55","44","15","6","23","11"
"8710000US3612957","ZCTA5 12957, New York","468","344","135","27","28","80","209","124","41","34","9","5","20","7","83","57","12","11","34","26"
"8710000US3612958","ZCTA5 12958, New York","544","422","162","31","27","104","260","122","50","32","11","3","18","18","72","47","5","12","30","25"
"8710000US3612959","ZCTA5 12959, New York","371","291","120","18","22","80","171","80","29","23","5","6","12","6","51","34","3","5","26","17"
"8710000US3612960","ZCTA5 12960, New York","322","256","106","13","22","71","150","66","24","18","5","5","8","6","42","24","5","6","13","18"
"8710000US3612961","ZCTA5 12961, New York","52","43","17","3","4","10","26","9","5","1","1","0","0","4","4","0","0","0","0","4"
"8710000US3612962","ZCTA5 12962, New York","1566","1283","502","117","75","310","781","283","100","65","25","9","31","35","183","121","29","18","74","62"
"8710000US3612964","ZCTA5 12964, New York","44","37","13","3","2","8","24","7","2","2","1","1","0","0","5","3","0","1","2","2"
"8710000US3612965","ZCTA5 12965, New York","132","101","43","6","12","25","58","31","7","3","0","1","2","4","24","17","5","5","7","7"
"8710000US3612966","ZCTA5 12966, New York","809","622","238","48","65","125","384","187","88","54","21","9","24","34","99","58","9","7","42","41"
"8710000US3612967","ZCTA5 12967, New York","308","239","114","25","31","58","125","69","30","21","7","3","11","9","39","23","6","4","13","16"
"8710000US3612969","ZCTA5 12969, New York","118","96","30","1","9","20","66","22","8","5","1","0","4","3","14","8","0","2","6","6"
"8710000US3612970","ZCTA5 12970, New York","83","64","23","8","1","14","41","19","10","7","2","2","3","3","9","5","0","3","2","4"
"8710000US3612972","ZCTA5 12972, New York","1795","1446","629","128","108","393","817","349","125","88","16","13","59","37","224","153","32","22","99","71"
"8710000US3612973","ZCTA5 12973, New York","55","43","11","0","3","8","32","12","4","3","1","0","2","1","8","6","0","2","4","2"
"8710000US3612974","ZCTA5 12974, New York","411","296","111","28","21","62","185","115","30","20","7","0","13","10","85","57","16","8","33","28"
"8710000US3612975","ZCTA5 12975, New York","72","60","23","7","4","12","37","12","5","4","2","0","2","1","7","4","3","0","1","3"
"8710000US3612976","ZCTA5 12976, New York","77","67","23","10","3","10","44","10","2","1","0","0","1","1","8","5","1","0","4","3"
"8710000US3612977","ZCTA5 12977, New York","37","32","12","3","0","9","20","5","3","2","0","0","2","1","2","2","0","0","2","0"
"8710000US3612978","ZCTA5 12978, New York","105","82","43","4","9","30","39","23","12","7","3","0","4","5","11","9","2","0","7","2"
"8710000US3612979","ZCTA5 12979, New York","628","448","160","44","17","99","288","180","53","36","9","5","22","17","127","86","18","9","59","41"
"8710000US3612980","ZCTA5 12980, New York","358","266","89","17","19","53","177","92","45","27","7","4","16","18","47","34","8","6","20","13"
